SMILES,Tg,FFV,Tc,Density,Rg
*OC(C)CCOC(=O)c1cccc(-c2cccc(C(*)=O)c2)c1,,,0.194,1.104079356,
*Oc1ccc(OC(=O)/C=C/C(*)=O)c(F)c1,69.13050000000004,0.315,0.2092,1.276363,26.1397333
*Oc1ccc(C(=O)OCCCCCCN(C)c2ccc(OC(=O)CS(*)(=O)=O)cc2)cc1,119.09270000000004,0.343,,,
*/C=C/c1cc(OC)c(*)cc1OC,,,0.382,,
*Nc1cc(*)ccc1C,,,0.212,1.043061788,
*Cc1ccc(CN(CC)C(=O)CCCCCCCCCCCCCCC(=O)N(*)CC)cc1,,,0.256,0.937088136,
*C(=C(*)c1ccc2c(c1)C1(CC1)c1ccccc1-2)c1ccccc1,,,,0.822937648,
*C(=O)c1ccc(C(=O)NNC(=O)c2ccc(*)cc2)c(C(=O)OCCCCCCCCCCCCCCCC)c1,117.90340000000003,0.359,0.350301,1.015852,20.1787667
*NC(CCCCNC(=O)O)C(*)C(CSC)C(C)C,177.79880000000003,0.344,0.211685,1.030436,11.87163333
*Oc1ccc(C(*)=O)cc1CCCCCCCCCCCC,,,0.369,0.925162069,
*/C=C/CC(C*)(c1ccccc1)c1ccccc1,,,0.171,0.96159061,
*CC(*)(C)C(=O)OCC(C)(CC)CC/C=N/c1ccccc1,60.22230000000002,,,,
*CC(*)c1ccc(C(C)CC)cc1,,,0.23,,11.58729137873754
*CC(c1ccccc1)S(*)(=O)=O,,,0.142,1.204363347,
*CCc1ccc(CCNC(=O)CCCCCCCCCCCC(=O)N*)cc1,,,0.319,0.985024487,
*Nc1cc(NC(=O)c2cc(C(*)=O)cc(S(=O)(=O)c3ccc(OCCCCCC)cc3)c2)ccc1SCCCCCCCC,-34.44369999999998,0.361,,,
*CCN(CCOC(=O)NCCCCCCNC(=O)O*)c1ccc(/N=N/c2ccc(Br)cc2)cc1,,,0.232,1.248332485,
*CCCCNC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,,,0.267,1.148862,
*Nc1cc(OCCCC)c(*)cc1OCCCC,,,0.376,0.970342356,
*CC(*)C(=O)Oc1cc(Cl)ccc1C,32.33000000000004,0.358,0.185949,1.194413,13.22853333
*Oc1c(C)cc(/N=N/c2ccc(C(*)=O)cc2)cc1C,,,0.432,1.072482224,
*CCCCCCNC(=O)c1ccc(Cc2ccc(C(=O)N*)cc2)cc1,,,0.268,1.070637638,
*/C=C(/*)CCCCCCCCCCOc1ccc(-c2ccc(OCC(F)CCCCCC)cc2)cc1,,,0.371,0.962525342,
*c1ccc(*)c(OCCCCCCCCCC)c1,,,0.292,0.917784957,
*Oc1cc(C)c(*)cc1C,,,0.331,0.959749343,
*CCC(C)(C)COC(=O)CCCCCN1CCN(*)CC1,-19.60239999999999,0.357,0.281787,0.950846,17.7420167
*CCCCOC(=O)CCCCCCC(=O)OCCCCOC(=O)c1ccc(C(=O)O*)cc1,,,0.228,1.073374588,
*CCCC(=O)OCCCCCCOC(=O)SCC(=O)O*,26.44120000000004,0.333,0.198662,1.124898,22.1097667
*CC(*)OC(=O)c1cc(C)c(C)c(C)c1CC,149.86060000000003,,0.210409,0.943716,11.20816833
*CCCCCCS(=O)(=O)CCCCCCSSCCC(=O)O*,1.227200000000039,0.374,0.216924,1.114722,20.91611667
*/C(C#N)=C/C=C(/*)c1ccc(/C=N/c2ccccc2)cc1,245.0944000000001,0.401,,,
*CC(*)(C)C(=O)Oc1cccc(CO)c1,195.36310000000003,0.323,0.180254,1.076904,12.6569333
*Oc1ccc(C(c2ccc(Oc3ccc(C(=O)c4ccc(*)cc4)cc3)c(C(C)C)c2)C2C=CC=CC2C(=O)O)cc1C(C)C,,,,1.011200406,
*Cc1ccc(-c2cc(-c3ccc(OCCCC)cc3)c(*)cc2Cl)cc1C,191.73580000000004,0.384,,,
*CCCCCCCCCOc1ccc(CCCC(=O)Oc2ccc(OC(=O)c3ccc(O*)cc3)cc2)cc1,122.55060000000005,0.343,0.304432,1.059975,22.06226667
*Oc1ccc(C(CCCCC)(CCCCC)c2ccc(OC(*)=O)cc2)cc1,,,0.282,0.949324091,
*/C=C(/*)c1cccc(Br)c1,,,0.099,1.264018701,
*Nc1cc(*)ccc1OCCCCCC,,,0.255,0.997820895,
*CCCCCCOC(=O)CCCS(=O)(=O)Cc1ccc(CS(=O)(=O)CCCC(=O)O*)cc1,,,0.2,1.165317783,
*CC(*)(C)C(=O)OCCOc1ccc(C(=O)Oc2ccc(C(=O)CCCCCCCCCCC)cc2)cc1,86.935,0.35,0.220802,1.015601,14.01376667
*CCCCCCCCCCOC(=O)c1ccccc1-c1ccccc1C(=O)O*,,,0.227,1.033546113,
*c1ccc(Oc2ccc(Oc3ccc(*)cc3)c3c2C2c4ccccc4C3c3ccccc32)cc1,,,,1.03985508,
