SMILES,Tg,FFV,Tc,Density,Rg
*CCCCCC(=O)NCCCCCCNC(=O)CCCCCCCCCCCCCS(*)=O,,,0.449625,0.958727,19.79743333
*c1ccc(*)c(CCCCCC)c1,,,0.537,0.803880053,
*Oc1c(C)cc(CC(*)C=C)cc1C,,,0.196,0.959369332,
*Oc1ccc(C(C)(Cc2ccc(OC(=O)CCC(*)=O)cc2)C(=O)OCCCCCCCCCCCC)cc1,,,0.278115,1.009536,16.57348333
*c1ccc([Si](Oc2ccc([Si](*)(C)C[N-]C)cc2)[Si](C)(C)[Si](C)(C)C)cc1,,,,,
*OC(=O)CC(*)CS(=O)(=O)OC,,,0.196745,1.349638,16.40373333
*CCCCCCOP(=O)(O*)OCC(C)(C)C,,,,,
*C(=O)NCCCCCCNC(=O)c1ccc(OCC([Sn])COC(=O)c2ccc(C(C)(C)c3ccc(C(C)(CC)c4ccc(*)cc4)cc3)cc2)cc1,,,,,
*Oc1c(CCCCCCC)cc(*)cc1-c1ccccc1,,,0.229,0.947356579,
*C1CCC(CC2CCC(n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)CC2)CC1,,,,,
*c1cccc(OCCCCCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCCCCCOc2cccc(-c3nnc(*)s3)c2)c1,,,,,
*OC(CSC)C(=O)CCCCCCCCCCCC(=O)OCC(=O)C(*)C,,,0.25714,1.006327,19.9533667
*C(C)C(C)C(*)C(=O)Nc1ccccc1,,,,,
*Nc1ccc(C(CCCC)(SCC(=O)O)C(*)=O)c(C(F)(F)F)c1,,,,,
*Oc1ccc(-n2on2-c2ccc(OC(=O)CCCCCC(*)=O)cc2C)c(C)c1,,,,,
*c1ccc(N2C(=O)c3ccc(Oc4cc5ccccc5cc4Oc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc1,,,,,
*CCCCCOC(=O)NCCCCSCCSCCNC(=O)O*,,,0.244074,1.123223,21.98591667
*CC(*)(C)C(=O)OCCCCCC(=O)OCCCCOc1ccc(C(=O)Oc2ccc(OCCCCCC)cc2)cc1,,,0.285253,1.022796,13.5463833
*Oc1ccc(OC(=O)c2cccc(NC(=O)CCCCC(*)=O)c2)cc1CCCOCCCC,,,0.243033,1.080863,18.7189
*CC[Si](*)OCCCCCCCC,,,,,
*Oc1ccc(NC(=O)c2cc(C(=O)Nc3ccc(Oc4ccc(-c5ccc(*)cc5)cc4)cc3)cc(N3C(=O)c4c(Cl)c(Cl)c(Cl)c(Cl)c4C3=O)c2)cc1,,,,,
*c1ccc(-c2ccc(-n3c(=O)c4c(F)c5c(=O)n(*)c(=O)c5c(F)c4c3=O)cc2OC)c(OC)c1,,,,,
*CC(C)(CO*)SN(C)c1ccc([N+](=O)[O-])cc1,,,0.193535,1.200394,12.8952333
*Nc1ccc(CC(NC(=O)Cc2ccc(OC(=O)CCCCCOC(*)=O)cc2)C(=O)OCCCCCCCCCC)cc1,,,,,
*CCCCOC(=O)C/C(=C/C(=O)O*)c1ccc(OCC)cc1,,,0.201,1.075115557,
*CCOC(=O)c1ccc(C(=O)NCCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,,,,,
*CC(CC)C(C)COC(=O)NCCc1ccc(CNC(=O)CCCCCO*)cc1,,,,,
*CCCCCCCCCCC(=O)NC/C(=C\C)C(COc1ccc(/C=C/c2ccccc2)cc1)C(*)=O,,,0.27276,0.996175,16.4516167
*OCCCCCCCCCCOC(=O)Oc1cc(Cl)c(Br)c(*)c1[2H],,,,0.15114,15.5783167
*c1cc(COCCCCCCCCOc2ccc(-c3ccc(OC)cc3)cc2)c(*)s1,,,,,
*Oc1ccc(C(C)CCC(=O)CCCCCCCCCCCCCCC(*)=O)cc1,,,,,
*Oc1ccc(N2C(=O)C3C=CC(c4ccc5c(=C)n(-c6ccc(Oc7ccc(C(=O)c8ccc9c(c8)C(C)(C)CC9(C)c8ccc(C(=O)c9ccc(*)cc9)cc8)cc7)cc6)c(=C)c5c4)=CC3C2=O)cc1,,,,,
*CCCCCCOC(=O)c1ccc(NC(=O)Oc2ccc(-c3ccc(O*)cc3OC)cc2OCCCCCCCCCCCC)cc1,,,,,
*CC(*)C(=O)OCCCCCOC(F)(C(F)(F)F)C(F)(F)F,,,,,
*CCCCCOC(=O)C(CCCCOc1ccc(Br)cc1)c1ccc(C(C)(C)c2ccc(O*)cc2)cc1,,,0.144397,0.7616,13.52185
*=CC1CCC(C=*)C1,,,,,
*C(*)C(=O)OC(C)C(CC)COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,,,
*CCCCCCCCCCCOC(=O)c1ccc(C(=O)NCCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,,,,,
*CC(*)(C)C(=O)OCC(C)(C)C(=O)OCCCCCCOC(C)Oc1ccc(C(=O)OC(C)C)cc1,141.97000000000003,,0.218356,1.008082,12.2982
*Oc1ccc(OC(=O)c2ccc(C(=O)OCCOC(=O)c3ccc(C(*)=O)cc3)cc2)cc1F,,,0.31998,1.242806,25.8320167
*/C=C/C(=O)N/C=C(/*)CNC[Si](C)(C)C,,,,,
*CCCCCCOC(=O)c1cccc(-c2cccc(C(=O)O*)c2)c1,,,0.196,1.096171502,
*CCCCCCCCCCCCOC(=O)CCCCSC(=O)O*,0.4000000000000341,0.367,0.238353,0.980363,21.75018333
*Sc1ccc(Cc2ccc(N(CC)[Si](*)(C)C)cc2)cc1,,,,,
*C(=O)Nc1cc(NC(=O)c2ccc(*)o2)c(N)cc1N,,,,,
*c1c(C)cc(-c2cc(C)c(-n3c(=O)c4cc5oc6cc7c(cc6oc5cc4c3=O)C3(CC(C)(C)c4cc5oc6cc8c(=O)n(*)c(=O)c8cc6oc5cc43)CC7(C)C)c3ccccc23)c2ccccc12,,,,,
*CC(=COCCCCC)C(=O)CO*,,,,,
*NC(CCCCOC)C(=O)OCCCCCCOC(=O)O*,26.24000000000001,0.34,,,
*OP(=O)(Oc1ccc(C(C)(C)C=CC)cc1)C(*)C(=O)Oc1ccc(O)cc1,,,,,
*Oc1ccc(/C=N/c2ccc(C(=O)c3ccc(Oc4ccc(C(*)=O)cc4)cc3)cc2)cc1,,,,,
*CCC(C)OC(C)(C)CSC(=O)NCC(=O)O*,,,0.184126,1.098299,18.64365
*c1cc(-c2ccc(Br)cc2)c(*)s1,,,,,
*O[Si](C)(C)OCCOCCOCCOCCOc1ccc(C(C)(C)c2cccc(*)c2)cc1OC,,,,,
*OC(=O)SC(C(=O)OC)C(*)C,,,0.147443,1.170095,16.38105
*CCNC(=O)c1cccc(C(=O)NCCOC(=O)c2cccc(C(=O)O*)c2)c1,,,,,
*Oc1ccc(C(=O)COc2ccc(S(=O)(=O)c3ccc(NC(=O)c4ccc(OC(=O)c5cccc(C(*)=O)c5)cc4)cc3)cc2)cc1,,,0.243951,1.259262,20.8096833
*c1cc(CCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(-c2cc(CCCCCCCCC)c(*)s2)s1,,,,,
*Oc1ccc(Oc2ccc(C(=O)c3ccc(*)cc3)cc2)cc1C(=O)OCCCC(=O)CCCC,305.66,0.351,0.317991,1.080667,20.6693333
*Oc1ccc(OC(=O)c2ccc(OC(=O)c3ccc(C(=O)Oc4ccc(C(*)=O)cc4)cc3)cc2)cc1-c1ccccc1,,,,,
*CCCCCCCCCCCCOC(=O)c1cccc(C(=O)O*)c1,,,0.285,1.009024764,
*CC(*)c1cc(O)c(Cl)c(OC(C)CCC(=O)OC)c1,,,,,
*Oc1cc(C)c(O[Si](C)(C)Oc2ccc(*)nc2)cc1C(C)C,,,,,
*CCCCCCCOC(=O)c1ccc(C(=O)NCCCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,,,,,
*CCOCCOCCOCCOc1ccc(/C=C/c2ccc(OC(=O)CCCCCCCCCCCCCC(=O)O*)cc2)cc1,,,,,
*c1ccc(-c2ccc([Si](C)(C)c3ccc(-c4ccc([SiH](*)C)s4)s3)s2)s1,,,,,
*CCCCCCCCCCCCOc1cccc(S(=O)(=O)CCCCCCCCC(*)=O)c1O,,,0.27973,0.997545,19.1431333
*N/C(=C/c1ccccc1)C(=O)N/C=C/C(=O)NCC(C)CCNC(*)=O,,,,,
*Nc1ccc(-c2ccc(CC(C)=C(C#N)CCC(O)COC(=O)CCCCCCC(*)=O)cc2)cc1,,,,,
*CC(*)c1ccc(COC(C(=O)OCC)c2ccc(/N=N/c3ccc([N+](=O)[O-])cc3)cc2)cc1,,,,,
*OC1OC(COCC)C(*)C(OCC)C1OCC,,,,,
*CC(*)([2H])C(=O)OC1COCC1=O,334.48,0.306,0.224834,1.207248,15.252
*C#CC#C[Ge](*)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,,,,,
*CCCCCCCC(C)CCCCC[SH](*)(C)C,,,,,
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(NC(=O)c4cc(C(=O)Nc5ccc(*)cc5)cc(N5C(=O)c6c(Cl)c(Cl)c(Cl)c(Cl)c6C5=O)c4)cc3)cc2)cc1,,,,,
*CCCCCCCOC(=O)c1ccc(C(=O)NCCCCCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,,,,,
*CCN(CCOC(=O)NCCCCCCNC(=O)O*)c1ccc(/N=N/c2ccc(Cl)cc2)cc1,,,0.262,1.150518436,
*Oc1ccc(S(=O)(=O)CNc2ccc(-c3ccc(*)cc3)cc2)cc1,,,0.223391,1.246438,21.14396667
*N=P(*)(OCCOc1ccccc1)S(=O)(=O)Oc1ccc(-c2ccccc2)cc1,,,,,
*CC(*)c1ccc(CCC(O)CN(C)c2cccc(C)c2)cc1,,,0.247508,1.018607,11.15235
*COC(=O)NCCCCCCOCCOCCOCCO*,,,0.240801,1.069754,19.7597667
*CC1CCC1C(=O)O*,,,,1.059352,14.8037667
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3C(F)(F)F)c(C(F)(F)F)c1)C2=O,,,,,
*Nc1ccc(NC(=O)NCCCCCCCCCNC(=O)Nc2ccc(Cc3ccc(SC(*)=O)cc3)cc2)cc1,,,,,
*Oc1cc(OC(=O)c2ccc(/C=N/c3ccc(OCCCCCCCCCCCCOc4ccc(/N=C/c5ccc(C(*)=O)cc5)cc4Cl)c(Cl)c3)cc2)c(Cl)cc1Cl,,,,,
*CC(CCP(=O)(CC)COC(=O)O)C(O)CS(=O)(=O)C(=O)O*,,,,,
*NC(CCNC(=O)OCC(C)(C)C)C(C)(C)CC(*)=O,76.96000000000004,0.346,,,
*Oc1ccc(OC(=O)c2ccc(C(=O)OCCOCCOCCOC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,,,,,
*CCCCCCOC(=O)CCC(=O)NCCCCCCOCCCCCCNC(=O)O*,,,0.268158,0.999868,22.00481667
*N=P(*)(OCCC)OS(=O)(=O)O,,,,,
*CC(*)(CC(=O)OC1CCCCCCCCC1)C(=O)OC1CCCCCCCCC1,,,,,
*CCOc1ccc(CCCOC(=O)NCCCCCCOCCCCNC(=O)O*)cc1,,,0.318957,1.060495,21.11333333
*OCc1cc(OCCCC)c(C=C(C)C)cc1CCCCCCCCC(*)=O,,,,,
*Oc1cc(OC(=O)c2ccc(/C=N/c3ccc(OCCCCCCOc4ccc(/N=C/c5ccc(C(*)=O)cc5)cc4F)c(F)c3)cc2)c(Cl)cc1Cl,,,,,
*CC(O)CCOC(=O)S(*)(=O)=S,51.34000000000003,0.314,0.155149,1.350749,17.0838333
*CCCCCCOC(=O)c1ccc(C(=O)NCCCCc2ccc(/C=C/c3ccc([N+](=O)[O-])cc3C(=O)Oc3ccc(-c4ccc(O*)cc4)cc3)c(I)c2)cc1C,,,,,
*CCCCCNC(=O)CCCCCCCCC(=O)O*,,,0.342237,0.965764,20.4288333
*CCCCSC(=O)Nc1ccc(Cc2ccc(NC(=O)S*)cc2)cc1,,,,,
*CC(*)c1ccc(CCC#C)cc1,,,0.255,0.948631587,
*CCC(=O)NNC(=O)CCCCOC(=O)CCCCCCCCCCCCC(=O)NCCCCCCNC(=O)c1ccc(C(=O)NNC(=O)c2ccc(/N=C/c3cccc(C(=O)O*)c3)cc2)cc1,,,,,
*Oc1ccc(/C(C)=N/N=C(\C)c2ccc(OC(=O)OCCCCCCCCCCOC(*)=O)cc2)cc1,,,,,
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3c(-c4ccc(-c5ccccc5)cc4)cc(-c4ccc(-c5cc(-c6ccc(-c7ccccc7)cc6)c(-c6ccc(N7C(=O)c8ccc(*)cc8C7=O)cc6)c(-c6ccc(-c7ccccc7)cc6)c5)cc4)cc3-c3ccc(-c4ccccc4)cc3)cc1)C2=O,,,,,
*OP(=O)(Oc1ccccc1)Oc1ccc(C(C)(C)c2ccccc2C(=O)OC)c(*)c1,,,,,
*Cc1cncc(S(*)(=O)=O)c1,,,0.151642,1.361941,16.14945
*c1ccc(OCCOc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,,,,,
*CC#CCOC(=O)CC=CC(=O)O*,,,,,
*CCCCCCCCOC(=O)c1cccc(/N=N/c2ccc(C)cc2)c1OC(=O)O*,,,,,
*/C=C/c1ccc(-c2cc(OCCCCCCCCCC)c(*)nc2OCCCCCCCCCC)cc1,,,,,
*CC(*)C(=O)OCCOc1ccc(C(=O)Oc2ccc(CC(=O)Oc3ccc(OCC(CC)CCCC)cc3)cc2)cc1,,,0.24213,1.061543,14.92685
*Oc1ccc(OC(=O)Oc2ccc(-c3ccc(OC(*)=O)cc3)cc2)cc1C,,,,,
*CCCCOc1ccc(C(=O)OCCOC(=O)c2ccc(O*)c(OC)c2)cc1OC,,,,,
*Oc1ccc(NC(=O)/C=C/C=C/CC(*)=O)cc1,,,0.35937,1.163361,21.9309333
*CCCCCNC(=O)CCCCCCCCC(=O)NCCCCCNC(=O)C(=O)N*,,,,,
*/C=C/C(COc1ccc(/N=C/c2ccc([N+](=O)[O-])cc2)cc1)C(=O)O*,,,,,
*CC(CCCCCCCCCCCC)c1ccc(/N=C/c2ccc([Si](C#N)OCCOCC(*)O)cc2)cc1,,,,,
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N(*)C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)c(C)c5)cc4)OC(=O)c4ccccc43)cc2)cc1C,,,,,
*CCC(=O)NCCCCCCNC(=O)C(=O)NCCCCCCCCCCNC(=O)COCC(=O)O*,,,0.283385,1.04334,21.4666333
*/N=N/c1cc(*)ccc1S(=O)(=O)O,,,,,
*c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc1F)C2=O,,,,,
*CCCCCCCCCCCCCCCC(=O)OCCCCOCCOCCOC(=O)NCC(C)CCCCNC(=O)O*,,,,,
*ONC(=O)c1ccccc1C(=O)NNC(=O)NCC(C)CNC(*)=O,,,0.22611,1.232403,17.51106667
*C(=O)CCCCCCOc1ccc(C(=O)NC(=O)c2cccc(C(*)=O)c2)cc1,,,0.21552,1.138442,20.9178167
*CC(=O)CCSc1ccc(C(=O)O*)cc1,,,0.221313,1.220818,20.9805
*NC(CCCCCCCCN)CNC(=O)NCCCCCCCNCC(*)=O,202.1,0.349,,,
*CC(*)(C)C(=O)OCCCCCCCCCCCOC(=O)Nc1ccc(N(C)C)cc1,126.29000000000002,0.351,0.28954,1.004286,13.2755667
*NC(CC(=O)O[Na])C(*)=O,,,,,
*/C=C/c1ccc([Si](*)(C)c2ccc([Si](C)(C)C)c(C)c2)cc1C,,,,,
*CCCCCCCCCNC(=O)c1cccc(C(=O)N*)c1,,,0.297,1.044151608,
*/C=C(/*)c1ccc(C#C)cc1,,,0.199,0.859193832,
*/C=C/c1ccc2c(c1)Sc1cc(*)ccc1N2CCCCCCCC,,,,,
*CCCCCCCCCCCCOC(=O)c1ccc(C(=O)Nc2ccc(S(=O)(=O)N*)cc2)cc1,,,0.232175,1.111195,22.8606
*CC(*)C(=O)C1OCCN(C)C1(C)C,,,0.150583,0.932427,11.09269833
*NNc1ccc(NC(=O)CCCCCCCC(=O)Nc2ccc([Si](*)(C)c3ccccc3)cc2)cc1,85.40000000000003,0.349,,,
*CC(*)c1nc(N)nc(N)n1,,,,,
*Sc1cc(C(=O)Oc2ccc(OC)cc2)cc(S(=O)(=O)c2ccc(Oc3ccc(C(*)=O)cc3)cc2)c1,,,,1.263119,15.7195833
*c1cccc(-c2cc(*)cc3c2NC(C)(C)OC3(C)C)c1,,,,,
*CC(*)C(=O)OCCCCCCCCCCOc1cccc(C(=O)O)c1,,,0.276,1.034178171,
*Oc1ccc(Oc2ccc(C(=O)c3ccc(Br)cc3)c(C(=O)Oc3ccc(C)cc3)c2)cc1OC(=O)SC(C)C(*)=O,,,,,
*Oc1cc(OC(=O)c2ccc(OC(=O)COCCOCC(O)C(*)=O)cc2)ccc1C,,,,,
*c1ccc(-c2ccc([Si](*)(COC)c3cc(C)ccc3-c3ccccc3)cc2)cc1,,,,,
*Nc1cccc(/C=C/C(=O)/C=C/c2cccc(NC(=O)c3ccc(C(*)=O)cc3)c2)c1,,,,,
*Oc1ccc(-c2ccc(-c3ccc(Oc4ccc(C(=O)c5ccc(*)cc5)cc4)cc3)cc2)cc1,,,,,
*Nc1ccc(-c2ccc(*)cc2)cc1,,,0.578,1.085849222,
*Oc1cc(OC)c(OC(=O)c2ccc(C(*)=O)cc2OCCCCCCCCCCCCCCCC)cc1OC,,,0.333592,1.002091,20.2189
*CC(*)c1ccc(Oc2ccc(C)cc2)cc1S,,,0.215627,1.092085,11.37025
*CC1CCC(CSCS*)CC1,,,,,
*c1ccc(Oc2ccc(-c3ccc(C(C)(C)c4ccc(Oc5ccc(C(=O)c6ccc(*)cc6)cc5)cc4)cc3)cc2)cc1,,,,,
*Oc1ccc(Oc2ccc(NC(=O)c3ccc(C(=O)Nc4ccc(C(C)(C)c5ccc(*)cc5)cc4)cc3)cc2)c([N-]C)c1,,,0.265729,1.094233,21.0324333
*/C=C/c1ccc(/C=C/c2cc(*)ncn2)cc1,,,,,
*Oc1ccc(CCCc2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2OCCCCCCCCCC)cc1,,,0.327983,1.029315,19.21348333
*CCCCCCCCCCOC(=O)c1ccc(C(=O)NCCCCCN(*)CC)cc1,,,0.289551,0.96972,19.9024167
*CCCCCCCCCCCCCCCCCC(=O)N*,,,,,
*c1c(F)c(F)c(*)c(F)c1F,,,0.892,1.046827872,
*Oc1ccc(Oc2ccc(Oc3ccc(C(=O)c4ccc(*)cc4)cc3)cc2)nc1,,,0.332898,1.110573,26.7372667
*OC(C)=C(Cl)C(*)=S,,,0.126755,1.320206,17.9419833
*OC(*)CCC(CC(C)C)C(C)O,,,0.201165,0.869355,9.649195
*OC(O)CC(C)COC(=O)c1ccccc1C(*)=O,133.70000000000005,0.329,0.153252,1.152124,16.08795
*CC(COC(=O)c1ccc(Cc2ccc(NC(=O)O*)cc2)cc1)c1ccc(/N=N/c2ccc(OC)cc2)cc1,,,,,
*CC(O)COC(=O)c1cc(NC(=O)O*)cc(C(=O)OC(C)C)c1,,,0.231239,1.156817,17.988
*CC(*)c1ccc(C(=O)Nc2ccc(-c3ccc(OCCCC)cc3)cc2)cc1,,,0.300974,1.071805,13.2500333
*CCCCCCCCCOc1ccc(C(=O)Nc2ccc(C(=O)OCCOC(=O)c3ccc(O*)cc3)cc2)cc1,,,0.313612,1.104537,23.51098333
*Oc1ccc(C(=O)OCCCCCCOC(*)C)cc1,,,0.219317,1.047755,23.00793333
*C#CC#C[Ge](*)(c1ccccc1)c1ccccc1,,,,,
*CC[PH](C)(C)COCC(Cc1ccccc1)Oc1ccc(NC(=O)CCCCCCCCC(=O)NC(=O)/C=C/c2ccc(N(C)C(=O)O*)cc2)cc1,,,,,
*C(=O)c1ccc(C2(*)CCCCC2)cc1C,,,,,
*N=P(*)(CCCCOCCOCCOCCOCCOCCOC)OCC,,,,,
*CCCCOC(=O)OCCCCCCCCOC(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc([Si](*)(C)C)cc2)cc1,,,,,
*CC(*)c1cc(Cl)cc(OCCCC)c1,,,0.228309,1.040643,12.8162
*CC(O)CNC(=O)C(COCc1ccc(C#N)cc1)C(*)c1ccccc1,,,0.179113,1.087386,14.4934667
*CCCCCCc1cc(*)c(OCCCC)cc1OC,,,0.255531,0.928678,17.10073333
*C(=O)c1ccc(C(=O)N(C#N)c2ccc(Cc3ccc(N(*)C#N)cc3)cc2)cc1,,,,,
*CC(*)(C)C(=O)OC(CC)C(F)(Cl)CC(F)(F)C(F)(F)F,,,0.044047,0.501606,12.5433333
*/C=C/c1ccc(/C=C/c2ccc(O*)cc2C)cc1,,,,,
*Oc1c(C(=O)Nc2ccc(-c3ccc(NC(=O)c4ccc5ccccc5c4Oc4nc(*)nc(N5CCCCC5)n4)cc3)cc2)ccc2ccccc12,,,,,
*CC(=O)c1ccc(C(=O)OC(=O)c2ccc(C(=O)Oc3ccc(O*)cc3)cc2)cc1,433.08,,0.329739,1.222582,24.54078333
*/C=C/C(C(=O)OC)C(*)c1ccccc1,,,0.19,1.02758564,
*CCCCCCCCNC(=O)CCC(C)(C)CCCNC(=O)N*,,,,,
*CCCCCC[Sn](c1ccccc1)c1ccc(*)cc1,,,,,
*CCOCCOc1ccc(CC(CCC)CCCCC(=O)O*)cc1,,,0.255941,0.995716,19.0846
*Cc1ccc(CN(CC)C(=O)CCCCCCCCCCC(=O)N(*)CC)cc1,,,0.315,0.968011414,
*Oc1ccc(OC(=O)Nc2ccc(C(C)(C)c3ccc(OC(*)=O)cc3)cc2)cc1C,,,0.318058,1.118093,23.0796667
*Oc1ccc(Cc2ccc(OC(=O)O)c(C(*)=O)c2)cc1OC(=O)c1ccccc1,,,0.195016,1.206553,18.9174667
*c1cc(C)c(*)cn1,,,,,
*CC(C)(C)COC(=O)N(CCCCCC)C(=O)O*,,,0.196386,0.981056,15.07716667
*/C=C/c1cc(OCCCCCCCC#Cc2ccc(C(*)=O)cc2)cc(-c2ccccc2)c1,,,,,
*Oc1ccc(C(C)(C)c2ccc(OCCC(*)O)cc2)cc1,,,,1.060038634,
*Cc1ccc(COC(=O)c2ccc(CCc3ccc(C(=O)O*)cc3)cc2)cc1,,,,,
*Oc1ccc(C(=O)c2ccccc2OC(*)=O)c(C)c1,,,0.179974,1.166653,16.62615
*OC(=O)CC(C)Nc1cc(C)c(C)c(*)c1C,,,0.244802,1.003058,18.6463167
*CC(*)c1c(Cl)cc(OCC)c(Br)c1F,,,,0.134543,12.74066667
*CCOCOCc1cc(*)c(O)c(Oc2ccc(C(=O)O)cc2)c1,,,0.202496,1.19898,15.55448333
*C1Nc2ccc(C)cc2C1*,,,,,
*CCOc1ccc(OCCCCOC(=O)c2ccc(C(=O)Oc3ccc(O*)cc3)cc2)cc1,,,0.272724,1.137903,27.8332667
*C(=O)Nc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)c(NC(=O)c2ccc3c(c2)C(=O)N(c2c(CC)cc(Cc4cc(CC)c(N5C(=O)c6ccc(*)cc6C5=O)c(CC)c4)cc2CC)C3=O)c1,,,,,
*OC(=O)CCCCCOC(=O)C(C)OC(=O)CCCCCC(=O)OC(=O)c1cccc(O*)c1,,,0.207181,1.108113,21.8269167
*OC1OC(COC(=O)NC(C)(C)C)C(*)C(OCC)C1OCC,,,,,
*C#Cc1ccc(*)c(C=CC=CC2=COCCC[N+](C)(CC)CC2)c1,,,,,
*Oc1ccc(C(C)(CC(C)C)c2ccc(OC(*)=O)cc2)cc1,,,0.245,1.019209928,
*O[Si](*)(C)CCC[Si](C)(C)CCCOCCOCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,,,
*CC(*)C(=O)OCCCCCCCCCCCOC(F)(C(F)(F)F)C(F)(F)F,,,,,
*CCCCCC#CCOP(=O)(/N=N/C(=O)O*)OC(F)(F)F,,,,,
*c1ccc(OCCCCCCCCOc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,,,,,
*COC(=O)Nc1ccc(Cc2ccc(NC(=O)OCc3cccc(*)n3)cc2)cc1,,,,,
*CSCCCCCCCCCCCSCCCCCCNC(=O)CCCSSCCCCC(*)=O,,,,,
*[Si](*)(C)CCC[N+](C)(C)O[Si](C)(C)c1ccc(C)cc1,,,,,
*CC(*)(C(=O)OC(C)Cl)N(C)C[N+](C)(C)CCC,,,,,
*CC(*)C(=O)OCCCCOc1ccc(/C=C/c2ccc(OCCCCCCOC(=O)c3ccccc3)cc2)cc1,,,0.263927,1.059909,16.1195
*Oc1ccc(Oc2ccc(NC(=O)c3cc(OCCCCCC)cc(C(*)=O)c3)cc2C(=O)O)cc1Cl,,,0.263375,1.15638,20.95385
*CCOC(=O)/C=C/C(=O)OCc1ccc(OCC(=O)O*)cc1,,,0.201245,1.197725,23.6472
*c1ccc(Oc2ccc(-c3csc(NC(=O)Nc4ccc(C)c(NC(=O)Nc5nc(*)cs5)c4)n3)cc2)cc1,,,,,
*CCCCC(=O)N/N=C(/*)c1ccc(NCCCCCI)cc1,,,,1.339096,16.3297333
*CCCCCCCCCOC(=O)CSCCSS*,,,0.207095,1.077575,19.5473
*Oc1ccc(NC(=O)c2ccc(OCCCCCCCCOc3ccc(C(*)=C(C)C)cc3)cc2)cc1,,,0.266664,1.030048,17.60441667
*c1ccc(Oc2ccc(C(c3ccccc3)(c3ccccc3)c3ccc(Oc4ccc(*)cc4)cc3)cc2)cc1,,,,1.049472229,
*CCC(*)(C)C(=O)OCCCCCCOc1ccc(OC(=O)c2ccc(OCCC)cc2)cc1,225.89000000000004,0.346,0.267846,1.031022,13.81315
*Nc1ccc(C(c2ccc(OCCCCCCOc3ccc(/N=N/c4ccc(OCCCC)cc4)cc3)c(NC(=O)c3ccc([Si](c4ccccc4)(c4ccccc4)c4ccc(C(*)=O)cc4)cc3)c2)(C(F)(F)F)C(F)(F)F)cc1OCCCCCCOc1ccc(/N=N/c2ccc(OCCCC)cc2)cc1,,,,,
*CC(*)C(=O)OCc1ccc(C)c(C(=O)OC)c1,,,0.18736,1.082978,12.3513667
*CC(OC(C)=O)C1C(=O)N(c2cccc(F)c2)C(=O)C1*,,,,,
*CCCNC(=O)CCCCCCCCCCCCCCC(=O)NCCOC(=O)O*,,,0.337637,0.986576,23.0932667
*CC(O)C(=O)OC1COC(*)C(OC)O1,,,0.193481,1.194385,19.9477833
*CCCCCCCCCCCCOC(=O)c1cc(Br)c(C(C)(C)C)cc1C(=O)O*,,,,,
*CC#CC#CC#CCOC(=O)SNC(=O)CCCOC(=O)CO*,,,,,
*/C=C(/*)CCCCCCCCCCOc1ccc(-c2ccc(OC(=O)c3ccc(OCC(F)CCCCCC)cc3)cc2)cc1,,,,,
*OC1CCC(OC(=O)NCCNC(*)=O)CC1,,,,,
*Oc1ccc(Oc2cccc(*)c2C#N)c(-c2cccc(C(F)(F)F)c2)c1,,,,,
*C(*)C(=O)OC12CC3CC(CC(C3)C1)C2,,,,,
*/N=N/c1ccc(/C=C/c2ccc(N(*)P(=O)(c3ccccc3)c3ccc(C(C)(C)C)cc3)cc2)cc1,,,,,
*C(*)(C#N)C#N,,,,,
*c1cc(-c2ccccc2)c(*)cc1CCCCC,,,,,
*COC1CCC(O*)CC1,,,,,
